url,local_path,status,content_type,bytes,is_document,url_lang,content_lang,content_lang_conf,lang,lang_mismatch,title
https://mysu.sabanciuniv.edu/surecharitasi/tr/surec/s120-bt-kaynaklarini-gelistirme-ve-iyilestirme,C:\Users\kosot\Documents\bitirme\crawler_for_srdoc\mysu_dump_plus2\surecharitasi/tr/surec/s120-bt-kaynaklarini-gelistirme-ve-iyilestirme.html,200,text/html; charset=utf-8,16106,False,tr,tr,0.55,tr,False,S120 BT Kaynaklarını  Geliştirme ve İyileştirme | Yönerge
https://mysu.sabanciuniv.edu/surecharitasi/tr/surec/s130-bilgi-teknolojileri-isletimini-yonetme,C:\Users\kosot\Documents\bitirme\crawler_for_srdoc\mysu_dump_plus2\surecharitasi/tr/surec/s130-bilgi-teknolojileri-isletimini-yonetme.html,200,text/html; charset=utf-8,21938,False,tr,tr,0.55,tr,False,S130 Bilgi Teknolojileri İşletimini Yönetme | Yönerge
https://mysu.sabanciuniv.edu/surecharitasi/tr/surec/s140-bt-kullanici-destegi-saglama,C:\Users\kosot\Documents\bitirme\crawler_for_srdoc\mysu_dump_plus2\surecharitasi/tr/surec/s140-bt-kullanici-destegi-saglama.html,200,text/html; charset=utf-8,17339,False,tr,tr,0.55,tr,False,S140 BT Kullanıcı Desteği Sağlama | Yönerge
https://mysu.sabanciuniv.edu/surecharitasi/tr/surec/s210-sagligi-ve-guvenligi,C:\Users\kosot\Documents\bitirme\crawler_for_srdoc\mysu_dump_plus2\surecharitasi/tr/surec/s210-sagligi-ve-guvenligi.html,200,text/html; charset=utf-8,19846,False,tr,tr,0.55,tr,False,S210 İş Sağlığı ve Güvenliği | Yönerge
https://mysu.sabanciuniv.edu/surecharitasi/tr/surec/s220-cevre-yonetim-sistemi,C:\Users\kosot\Documents\bitirme\crawler_for_srdoc\mysu_dump_plus2\surecharitasi/tr/surec/s220-cevre-yonetim-sistemi.html,200,text/html; charset=utf-8,20283,False,tr,tr,0.55,tr,False,S220 Çevre Yönetim Sistemi | Yönerge
https://mysu.sabanciuniv.edu/surecharitasi/tr/surec/s230-tesisleri-ve-altyapiyi-yonetme,C:\Users\kosot\Documents\bitirme\crawler_for_srdoc\mysu_dump_plus2\surecharitasi/tr/surec/s230-tesisleri-ve-altyapiyi-yonetme.html,200,text/html; charset=utf-8,17620,False,tr,tr,0.55,tr,False,S230 Tesisleri ve Altyapıyı Yönetme | Yönerge
https://mysu.sabanciuniv.edu/surecharitasi/tr/surec/s310-butce-yonetimi,C:\Users\kosot\Documents\bitirme\crawler_for_srdoc\mysu_dump_plus2\surecharitasi/tr/surec/s310-butce-yonetimi.html,200,text/html; charset=utf-8,16904,False,tr,tr,0.55,tr,False,S310 Bütçe Yönetimi | Yönerge
https://mysu.sabanciuniv.edu/surecharitasi/tr/surec/s320-kurumsal-duran-varlik-yonetimi,C:\Users\kosot\Documents\bitirme\crawler_for_srdoc\mysu_dump_plus2\surecharitasi/tr/surec/s320-kurumsal-duran-varlik-yonetimi.html,200,text/html; charset=utf-8,18807,False,tr,tr,0.55,tr,False,S320 Kurumsal Duran Varlık Yönetimi | Yönerge
https://mysu.sabanciuniv.edu/surecharitasi/tr/surec/s340-finansman-ve-muhasebe-yonetimi,C:\Users\kosot\Documents\bitirme\crawler_for_srdoc\mysu_dump_plus2\surecharitasi/tr/surec/s340-finansman-ve-muhasebe-yonetimi.html,200,text/html; charset=utf-8,21448,False,tr,tr,0.55,tr,False,S340 Finansman ve Muhasebe Yönetimi | Yönerge
https://mysu.sabanciuniv.edu/surecharitasi/tr/surec/s350-sakip-sabanci-anavarlik-fonlari,C:\Users\kosot\Documents\bitirme\crawler_for_srdoc\mysu_dump_plus2\surecharitasi/tr/surec/s350-sakip-sabanci-anavarlik-fonlari.html,200,text/html; charset=utf-8,15390,False,tr,tr,0.55,tr,False,S350 Sakıp Sabancı Anavarlık Fonları | Yönerge
https://mysu.sabanciuniv.edu/surecharitasi/tr/surec/s360-diger-ana-varlik-fonlari,C:\Users\kosot\Documents\bitirme\crawler_for_srdoc\mysu_dump_plus2\surecharitasi/tr/surec/s360-diger-ana-varlik-fonlari.html,200,text/html; charset=utf-8,17302,False,tr,tr,0.55,tr,False,S360 Diğer Ana Varlık Fonları | Yönerge
https://mysu.sabanciuniv.edu/surecharitasi/tr/surec/s410-kadro-planlama,C:\Users\kosot\Documents\bitirme\crawler_for_srdoc\mysu_dump_plus2\surecharitasi/tr/surec/s410-kadro-planlama.html,200,text/html; charset=utf-8,15879,False,tr,tr,0.55,tr,False,S410 Kadro Planlama | Yönerge
https://mysu.sabanciuniv.edu/surecharitasi/tr/surec/s420-ise-alim-ve-isten-ayrilma,C:\Users\kosot\Documents\bitirme\crawler_for_srdoc\mysu_dump_plus2\surecharitasi/tr/surec/s420-ise-alim-ve-isten-ayrilma.html,200,text/html; charset=utf-8,28340,False,tr,tr,0.55,tr,False,S420 İşe Alım ve İşten Ayrılma | Yönerge
https://mysu.sabanciuniv.edu/surecharitasi/tr/surec/s430-yetenek-ve-gelisim,C:\Users\kosot\Documents\bitirme\crawler_for_srdoc\mysu_dump_plus2\surecharitasi/tr/surec/s430-yetenek-ve-gelisim.html,200,text/html; charset=utf-8,16539,False,tr,tr,0.55,tr,False,S430 Yetenek ve Gelişim | Yönerge
