url,local_path,status,content_type,sha256,bytes,is_document
https://mysu.sabanciuniv.edu/surecharitasi/tr/node/1105,mysu_dump2\surecharitasi/tr/node/1105.html,200,text/html; charset=utf-8,,15762,False
https://mysu.sabanciuniv.edu/surecharitasi/tr/surec/s1410-inovasyon-ve-girisimcilik-sureci,mysu_dump2\surecharitasi/tr/surec/s1410-inovasyon-ve-girisimcilik-sureci.html,200,text/html; charset=utf-8,,15895,False
https://mysu.sabanciuniv.edu/surecharitasi/tr/surec/s1510-surdurulebilirlik-sureci,mysu_dump2\surecharitasi/tr/surec/s1510-surdurulebilirlik-sureci.html,200,text/html; charset=utf-8,,15007,False
https://mysu.sabanciuniv.edu/surecharitasi/tr/birimler?u=bt,mysu_dump2\surecharitasi/tr/birimler.html,200,text/html; charset=utf-8,,17787,False
https://mysu.sabanciuniv.edu/surecharitasi/tr/birimler?u=pop,mysu_dump2\surecharitasi/tr/birimler.html,200,text/html; charset=utf-8,,18150,False
https://mysu.sabanciuniv.edu/surecharitasi/tr/birimler?u=mi,mysu_dump2\surecharitasi/tr/birimler.html,200,text/html; charset=utf-8,,17666,False
https://mysu.sabanciuniv.edu/surecharitasi/tr/birimler?u=ik,mysu_dump2\surecharitasi/tr/birimler.html,200,text/html; charset=utf-8,,18910,False
https://mysu.sabanciuniv.edu/surecharitasi/tr/birimler?u=pki,mysu_dump2\surecharitasi/tr/birimler.html,200,text/html; charset=utf-8,,17263,False
https://mysu.sabanciuniv.edu/surecharitasi/tr/birimler?u=gs,mysu_dump2\surecharitasi/tr/birimler.html,200,text/html; charset=utf-8,,18108,False
https://mysu.sabanciuniv.edu/surecharitasi/tr/birimler?u=dl,mysu_dump2\surecharitasi/tr/birimler.html,200,text/html; charset=utf-8,,15071,False
https://mysu.sabanciuniv.edu/surecharitasi/tr/birimler?u=ia,mysu_dump2\surecharitasi/tr/birimler.html,200,text/html; charset=utf-8,,16283,False
